,scores,ds
487,0,20001227
488,0,20001228
489,0,20001229
490,0,20010102
491,0,20010103
492,0,20010104
493,0,20010105
494,0,20010108
495,0,20010109
496,0,20010110
497,0,20010111
498,0,20010112
499,0,20010116
500,0,20010117
501,0,20010118
502,0,20010119
503,0,20010122
504,0,20010123
505,0,20010124
506,0,20010125
507,0,20010126
508,0,20010129
509,0,20010130
510,0,20010131
511,0,20010201
512,0,20010202
513,0,20010205
514,0,20010206
515,0,20010207
516,0,20010208
517,0,20010209
518,0,20010212
519,0,20010213
520,0,20010214
521,0,20010215
522,0,20010216
523,0,20010220
524,0,20010221
525,0,20010222
526,0,20010223
527,0,20010226
528,0,20010227
529,0,20010228
530,0,20010301
531,0,20010302
532,0,20010305
533,0,20010306
534,0,20010307
535,0,20010308
536,0,20010309
537,0,20010312
538,0,20010313
539,0,20010314
540,0,20010315
541,0,20010316
542,0,20010319
543,0,20010320
544,0,20010321
545,0,20010322
546,0,20010323
547,0,20010326
548,0,20010327
549,0,20010328
550,0,20010329
551,0,20010330
552,0,20010402
553,0,20010403
554,0,20010404
555,0,20010405
556,0,20010406
557,0,20010409
558,0,20010410
559,0,20010411
560,0,20010412
561,0,20010416
562,0,20010417
563,0,20010418
564,0,20010419
565,0,20010420
566,0,20010423
567,0,20010424
568,0,20010425
569,0,20010426
570,0,20010427
571,0,20010430
572,0,20010501
573,0,20010502
574,0,20010503
575,0,20010504
576,0,20010507
577,0,20010508
578,0,20010509
579,0,20010510
580,0,20010511
581,0,20010514
582,0,20010515
583,0,20010516
584,0,20010517
585,0,20010518
586,0,20010521
587,0,20010522
588,0,20010523
589,0,20010524
590,0,20010525
591,0,20010529
592,0,20010530
593,0,20010531
594,0,20010601
595,0,20010604
596,0,20010605
597,0,20010606
598,0,20010607
599,0,20010608
600,0,20010611
601,0,20010612
602,0,20010613
603,0,20010614
604,0,20010615
605,0,20010618
606,0,20010619
607,0,20010620
608,0,20010621
609,0,20010622
610,0,20010625
611,0,20010626
612,0,20010627
613,0,20010628
614,0,20010629
615,0,20010702
616,0,20010703
617,0,20010705
618,0,20010706
619,0,20010709
620,0,20010710
621,0,20010711
622,0,20010712
623,0,20010713
624,0,20010716
625,0,20010717
626,0,20010718
627,0,20010719
628,0,20010720
629,0,20010723
630,0,20010724
631,0,20010725
632,0,20010726
633,0,20010727
634,0,20010730
635,0,20010731
636,0,20010801
637,0,20010802
638,0,20010803
639,0,20010806
640,0,20010807
641,0,20010808
642,0,20010809
643,0,20010810
644,0,20010813
645,0,20010814
646,0,20010815
647,0,20010816
648,0,20010817
649,0,20010820
650,0,20010821
651,0,20010822
652,0,20010823
653,0,20010824
654,0,20010827
655,0,20010828
656,0,20010829
657,0,20010830
658,0,20010831
659,0,20010904
660,0,20010905
661,0,20010906
662,0,20010907
663,0,20010910
664,0,20010917
665,0,20010918
666,0,20010919
667,0,20010920
668,0,20010921
669,0,20010924
670,0,20010925
671,0,20010926
672,0,20010927
673,0,20010928
674,0,20011001
675,0,20011002
676,0,20011003
677,0,20011004
678,0,20011005
679,0,20011008
680,0,20011009
681,0,20011010
682,0,20011011
683,0,20011012
684,0,20011015
685,0,20011016
686,0,20011017
687,0,20011018
688,0,20011019
689,0,20011022
690,0,20011023
691,0,20011024
692,0,20011025
693,0,20011026
694,0,20011029
695,0,20011030
696,0,20011031
697,0,20011101
698,0,20011102
699,0,20011105
700,0,20011106
701,0,20011107
702,0,20011108
703,0,20011109
704,0,20011112
705,0,20011113
706,0,20011114
707,0,20011115
708,0,20011116
709,0,20011119
710,0,20011120
711,0,20011121
712,0,20011123
713,0,20011126
714,0,20011127
715,0,20011128
716,0,20011129
717,0,20011130
718,0,20011203
719,0,20011204
720,0,20011205
721,0,20011206
722,0,20011207
723,0,20011210
724,0,20011211
725,0,20011212
726,0,20011213
727,0,20011214
728,0,20011217
729,0,20011218
730,0,20011219
731,0,20011220
732,0,20011221
733,0,20011224
734,0,20011226
735,0,20011227
736,0,20011228
737,0,20011231
738,0,20020102
739,0,20020103
740,0,20020104
741,0,20020107
742,0,20020108
743,0,20020109
744,0,20020110
745,0,20020111
746,0,20020114
747,0,20020115
748,0,20020116
749,0,20020117
750,0,20020118
751,0,20020122
752,0,20020123
753,0,20020124
754,0,20020125
755,0,20020128
756,0,20020129
757,0,20020130
758,0,20020131
759,0,20020201
760,0,20020204
761,0,20020205
762,0,20020206
763,0,20020207
764,0,20020208
765,0,20020211
766,0,20020212
767,0,20020213
768,0,20020214
769,0,20020215
770,0,20020219
771,0,20020220
772,0,20020221
773,0,20020222
774,0,20020225
775,0,20020226
776,0,20020227
777,0,20020228
778,0,20020301
779,0,20020304
780,0,20020305
781,0,20020306
782,0,20020307
783,0,20020308
784,0,20020311
785,0,20020312
786,0,20020313
787,0,20020314
788,0,20020315
789,0,20020318
790,0,20020319
791,0,20020320
792,0,20020321
793,0,20020322
794,0,20020325
795,0,20020326
796,0,20020327
797,0,20020328
798,0,20020401
799,0,20020402
800,0,20020403
801,0,20020404
802,0,20020405
803,0,20020408
804,0,20020409
805,0,20020410
806,0,20020411
807,0,20020412
808,0,20020415
809,0,20020416
810,0,20020417
811,0,20020418
812,0,20020419
813,0,20020422
814,0,20020423
815,0,20020424
816,0,20020425
817,0,20020426
818,0,20020429
819,0,20020430
820,0,20020501
821,0,20020502
822,0,20020503
823,0,20020506
824,0,20020507
825,0,20020508
826,0,20020509
827,0,20020510
828,0,20020513
829,0,20020514
830,0,20020515
831,0,20020516
832,0,20020517
833,0,20020520
834,0,20020521
835,0,20020522
836,0,20020523
837,0,20020524
838,0,20020528
839,0,20020529
840,0,20020530
841,0,20020531
842,0,20020603
843,0,20020604
844,0,20020605
845,0,20020606
846,0,20020607
847,0,20020610
848,0,20020611
849,0,20020612
850,0,20020613
851,0,20020614
852,0,20020617
853,0,20020618
854,0,20020619
855,0,20020620
856,0,20020621
857,0,20020624
858,0,20020625
859,0,20020626
860,0,20020627
861,0,20020628
862,0,20020701
863,0,20020702
864,0,20020703
865,0,20020705
866,0,20020708
867,0,20020709
868,0,20020710
869,0,20020711
870,0,20020712
871,0,20020715
872,0,20020716
873,0,20020717
874,0,20020718
875,0,20020719
876,0,20020722
877,0,20020723
878,0,20020724
879,0,20020725
880,0,20020726
881,0,20020729
882,0,20020730
883,0,20020731
884,0,20020801
885,0,20020802
886,0,20020805
887,0,20020806
888,0,20020807
889,0,20020808
890,0,20020809
891,0,20020812
892,0,20020813
893,0,20020814
894,0,20020815
895,0,20020816
896,0,20020819
897,0,20020820
898,0,20020821
899,0,20020822
900,0,20020823
901,0,20020826
902,0,20020827
903,0,20020828
904,0,20020829
905,0,20020830
906,0,20020903
907,0,20020904
908,0,20020905
909,0,20020906
910,0,20020909
911,0,20020910
912,0,20020911
913,0,20020912
914,0,20020913
915,0,20020916
916,0,20020917
917,0,20020918
918,0,20020919
919,0,20020920
920,0,20020923
921,0,20020924
922,0,20020925
923,0,20020926
924,0,20020927
925,0,20020930
926,0,20021001
927,0,20021002
928,0,20021003
929,0,20021004
930,0,20021007
931,0,20021008
932,0,20021009
933,0,20021010
934,0,20021011
935,0,20021014
936,0,20021015
937,0,20021016
938,0,20021017
939,0,20021018
940,0,20021021
941,0,20021022
942,0,20021023
943,0,20021024
944,0,20021025
945,0,20021028
946,0,20021029
947,0,20021030
948,0,20021031
949,0,20021101
950,0,20021104
951,0,20021105
952,0,20021106
953,0,20021107
954,0,20021108
955,0,20021111
956,0,20021112
957,0,20021113
958,0,20021114
959,0,20021115
960,0,20021118
961,0,20021119
962,0,20021120
963,0,20021121
964,0,20021122
965,0,20021125
966,0,20021126
967,0,20021127
968,0,20021129
969,0,20021202
970,0,20021203
971,0,20021204
972,0,20021205
973,0,20021206
974,0,20021209
975,0,20021210
976,0,20021211
977,0,20021212
978,0,20021213
979,0,20021216
980,0,20021217
981,0,20021218
982,0,20021219
983,0,20021220
984,0,20021223
985,0,20021224
986,0,20021226
987,0,20021227
988,0,20021230
989,0,20021231
990,0,20030102
991,0,20030103
992,0,20030106
993,0,20030107
994,0,20030108
995,0,20030109
996,0,20030110
997,0,20030113
998,0,20030114
999,0,20030115
1000,0,20030116
1001,0,20030117
1002,0,20030121
1003,0,20030122
1004,0,20030123
1005,0,20030124
1006,0,20030127
1007,0,20030128
1008,0,20030129
1009,0,20030130
1010,0,20030131
1011,0,20030203
1012,0,20030204
1013,0,20030205
1014,0,20030206
1015,0,20030207
1016,0,20030210
1017,0,20030211
1018,0,20030212
1019,0,20030213
1020,0,20030214
1021,0,20030218
1022,0,20030219
1023,0,20030220
1024,0,20030221
1025,0,20030224
1026,0,20030225
1027,0,20030226
1028,0,20030227
1029,0,20030228
1030,0,20030303
1031,0,20030304
1032,0,20030305
1033,0,20030306
1034,0,20030307
1035,0,20030310
1036,0,20030311
1037,0,20030312
1038,0,20030313
1039,0,20030314
1040,0,20030317
1041,0,20030318
1042,0,20030319
1043,0,20030320
1044,0,20030321
1045,0,20030324
1046,0,20030325
1047,0,20030326
1048,0,20030327
1049,0,20030328
1050,0,20030331
1051,0,20030401
1052,0,20030402
1053,0,20030403
1054,0,20030404
1055,0,20030407
1056,0,20030408
1057,0,20030409
1058,0,20030410
1059,0,20030411
1060,0,20030414
1061,0,20030415
1062,0,20030416
1063,0,20030417
1064,0,20030421
1065,0,20030422
1066,0,20030423
1067,0,20030424
1068,0,20030425
1069,0,20030428
1070,0,20030429
1071,0,20030430
1072,0,20030501
1073,0,20030502
1074,0,20030505
1075,0,20030506
1076,0,20030507
1077,0,20030508
1078,0,20030509
1079,0,20030512
1080,0,20030513
1081,0,20030514
1082,0,20030515
1083,0,20030516
1084,0,20030519
1085,0,20030520
1086,0,20030521
1087,0,20030522
1088,0,20030523
1089,0,20030527
1090,0,20030528
1091,0,20030529
1092,0,20030530
1093,0,20030602
1094,0,20030603
1095,0,20030604
1096,0,20030605
1097,0,20030606
1098,0,20030609
1099,0,20030610
1100,0,20030611
1101,0,20030612
1102,0,20030613
1103,0,20030616
1104,0,20030617
1105,0,20030618
1106,0,20030619
1107,0,20030620
1108,0,20030623
1109,0,20030624
1110,0,20030625
1111,0,20030626
1112,0,20030627
1113,0,20030630
1114,0,20030701
1115,0,20030702
1116,0,20030703
1117,0,20030707
1118,0,20030708
1119,0,20030709
1120,0,20030710
1121,0,20030711
1122,0,20030714
1123,0,20030715
1124,0,20030716
1125,0,20030717
1126,0,20030718
1127,0,20030721
1128,0,20030722
1129,0,20030723
1130,0,20030724
1131,0,20030725
1132,0,20030728
1133,0,20030729
1134,0,20030730
1135,0,20030731
1136,0,20030801
1137,0,20030804
1138,0,20030805
1139,0,20030806
1140,0,20030807
1141,0,20030808
1142,0,20030811
1143,0,20030812
1144,0,20030813
1145,0,20030814
1146,0,20030815
1147,0,20030818
1148,0,20030819
1149,0,20030820
1150,0,20030821
1151,0,20030822
1152,0,20030825
1153,0,20030826
1154,0,20030827
1155,0,20030828
1156,0,20030829
1157,0,20030902
1158,0,20030903
1159,0,20030904
1160,0,20030905
1161,0,20030908
1162,0,20030909
1163,0,20030910
1164,0,20030911
1165,0,20030912
1166,0,20030915
1167,0,20030916
1168,0,20030917
1169,0,20030918
1170,0,20030919
1171,0,20030922
1172,0,20030923
1173,0,20030924
1174,0,20030925
1175,0,20030926
1176,0,20030929
1177,0,20030930
1178,0,20031001
1179,0,20031002
1180,0,20031003
1181,0,20031006
1182,0,20031007
1183,0,20031008
1184,0,20031009
1185,0,20031010
1186,0,20031013
1187,0,20031014
1188,0,20031015
1189,0,20031016
1190,0,20031017
1191,0,20031020
1192,0,20031021
1193,0,20031022
1194,0,20031023
1195,0,20031024
1196,0,20031027
1197,0,20031028
1198,0,20031029
1199,0,20031030
1200,0,20031031
1201,0,20031103
1202,0,20031104
1203,0,20031105
1204,0,20031106
1205,0,20031107
1206,0,20031110
1207,0,20031111
1208,0,20031112
1209,0,20031113
1210,0,20031114
1211,0,20031117
1212,0,20031118
1213,0,20031119
1214,0,20031120
1215,0,20031121
1216,0,20031124
1217,0,20031125
1218,0,20031126
1219,0,20031128
1220,0,20031201
1221,0,20031202
1222,0,20031203
1223,0,20031204
1224,0,20031205
1225,0,20031208
1226,0,20031209
1227,0,20031210
1228,0,20031211
1229,0,20031212
1230,0,20031215
1231,0,20031216
1232,0,20031217
1233,0,20031218
1234,0,20031219
1235,0,20031222
1236,0,20031223
1237,0,20031224
1238,0,20031226
1239,0,20031229
1240,0,20031230
1241,0,20031231
1242,0,20040102
1243,0,20040105
1244,0,20040106
1245,0,20040107
1246,0,20040108
1247,0,20040109
1248,0,20040112
1249,0,20040113
1250,0,20040114
1251,0,20040115
1252,0,20040116
1253,0,20040120
1254,0,20040121
1255,0,20040122
1256,0,20040123
1257,0,20040126
1258,0,20040127
1259,0,20040128
1260,0,20040129
1261,0,20040130
1262,0,20040202
1263,0,20040203
1264,0,20040204
1265,0,20040205
1266,0,20040206
1267,0,20040209
1268,0,20040210
1269,0,20040211
1270,0,20040212
1271,0,20040213
1272,0,20040217
1273,0,20040218
1274,0,20040219
1275,0,20040220
1276,0,20040223
1277,0,20040224
1278,0,20040225
1279,0,20040226
1280,0,20040227
1281,0,20040301
1282,0,20040302
1283,0,20040303
1284,0,20040304
1285,0,20040305
1286,0,20040308
1287,0,20040309
1288,0,20040310
1289,0,20040311
1290,0,20040312
1291,0,20040315
1292,0,20040316
1293,0,20040317
1294,0,20040318
1295,0,20040319
1296,0,20040322
1297,0,20040323
1298,0,20040324
1299,0,20040325
1300,0,20040326
1301,0,20040329
1302,0,20040330
1303,0,20040331
1304,0,20040401
1305,0,20040402
1306,0,20040405
1307,0,20040406
1308,0,20040407
1309,0,20040408
1310,0,20040412
1311,0,20040413
1312,0,20040414
1313,0,20040415
1314,0,20040416
1315,0,20040419
1316,0,20040420
1317,0,20040421
1318,0,20040422
1319,0,20040423
1320,0,20040426
1321,0,20040427
1322,0,20040428
1323,0,20040429
1324,0,20040430
1325,0,20040503
1326,0,20040504
1327,0,20040505
1328,0,20040506
1329,0,20040507
1330,0,20040510
1331,0,20040511
1332,0,20040512
1333,0,20040513
1334,0,20040514
1335,0,20040517
1336,0,20040518
1337,0,20040519
1338,0,20040520
1339,0,20040521
1340,0,20040524
1341,0,20040525
1342,0,20040526
1343,0,20040527
1344,0,20040528
1345,0,20040601
1346,0,20040602
1347,0,20040603
1348,0,20040604
1349,0,20040607
1350,0,20040608
1351,0,20040609
1352,0,20040610
1353,0,20040614
1354,0,20040615
1355,0,20040616
1356,0,20040617
1357,0,20040618
1358,0,20040621
1359,0,20040622
1360,0,20040623
1361,0,20040624
1362,0,20040625
1363,0,20040628
1364,0,20040629
1365,0,20040630
1366,0,20040701
1367,0,20040702
1368,0,20040706
1369,0,20040707
1370,0,20040708
1371,0,20040709
1372,0,20040712
1373,0,20040713
1374,0,20040714
1375,0,20040715
1376,0,20040716
1377,0,20040719
1378,0,20040720
1379,0,20040721
1380,0,20040722
1381,0,20040723
1382,0,20040726
1383,0,20040727
1384,0,20040728
1385,0,20040729
1386,0,20040730
1387,0,20040802
1388,0,20040803
1389,0,20040804
1390,0,20040805
1391,0,20040806
1392,0,20040809
1393,0,20040810
1394,0,20040811
1395,0,20040812
1396,0,20040813
1397,0,20040816
1398,0,20040817
1399,0,20040818
1400,0,20040819
1401,0,20040820
1402,0,20040823
1403,0,20040824
1404,0,20040825
1405,0,20040826
1406,0,20040827
1407,0,20040830
1408,0,20040831
1409,0,20040901
1410,0,20040902
1411,0,20040903
1412,0,20040907
1413,0,20040908
1414,0,20040909
1415,0,20040910
1416,0,20040913
1417,0,20040914
1418,0,20040915
1419,0,20040916
1420,0,20040917
1421,0,20040920
1422,0,20040921
1423,0,20040922
1424,0,20040923
1425,0,20040924
1426,0,20040927
1427,0,20040928
1428,0,20040929
1429,0,20040930
1430,0,20041001
1431,0,20041004
1432,0,20041005
1433,0,20041006
1434,0,20041007
1435,0,20041008
1436,0,20041011
1437,0,20041012
1438,0,20041013
1439,0,20041014
1440,0,20041015
1441,0,20041018
1442,0,20041019
1443,0,20041020
1444,0,20041021
1445,0,20041022
1446,0,20041025
1447,0,20041026
1448,0,20041027
1449,0,20041028
1450,0,20041029
1451,0,20041101
1452,0,20041102
1453,0,20041103
1454,0,20041104
1455,0,20041105
1456,0,20041108
1457,0,20041109
1458,0,20041110
1459,0,20041111
1460,0,20041112
1461,0,20041115
1462,0,20041116
1463,0,20041117
1464,0,20041118
1465,0,20041119
1466,0,20041122
1467,0,20041123
1468,0,20041124
1469,0,20041126
1470,0,20041129
1471,0,20041130
1472,0,20041201
1473,0,20041202
1474,0,20041203
1475,0,20041206
1476,0,20041207
1477,0,20041208
1478,0,20041209
1479,0,20041210
1480,0,20041213
1481,0,20041214
1482,0,20041215
1483,0,20041216
1484,0,20041217
1485,0,20041220
1486,0,20041221
1487,0,20041222
1488,0,20041223
1489,0,20041227
1490,0,20041228
1491,0,20041229
1492,0,20041230
1493,0,20041231
1494,0,20050103
1495,0,20050104
1496,0,20050105
1497,0,20050106
1498,0,20050107
1499,0,20050110
1500,0,20050111
1501,0,20050112
1502,0,20050113
1503,0,20050114
1504,0,20050118
1505,0,20050119
1506,0,20050120
1507,0,20050121
1508,0,20050124
1509,0,20050125
1510,0,20050126
1511,0,20050127
1512,0,20050128
1513,0,20050131
1514,0,20050201
1515,0,20050202
1516,0,20050203
1517,0,20050204
1518,0,20050207
1519,0,20050208
1520,0,20050209
1521,0,20050210
1522,0,20050211
1523,0,20050214
1524,0,20050215
1525,0,20050216
1526,0,20050217
1527,0,20050218
1528,0,20050222
1529,0,20050223
1530,0,20050224
1531,0,20050225
1532,0,20050228
1533,0,20050301
1534,0,20050302
1535,0,20050303
1536,0,20050304
1537,0,20050307
1538,0,20050308
1539,0,20050309
1540,0,20050310
1541,0,20050311
1542,0,20050314
1543,0,20050315
1544,0,20050316
1545,0,20050317
1546,0,20050318
1547,0,20050321
1548,0,20050322
1549,0,20050323
1550,0,20050324
1551,0,20050328
1552,0,20050329
1553,0,20050330
1554,0,20050331
1555,0,20050401
1556,0,20050404
1557,0,20050405
1558,0,20050406
1559,0,20050407
1560,0,20050408
1561,0,20050411
1562,0,20050412
1563,0,20050413
1564,0,20050414
1565,0,20050415
1566,0,20050418
1567,0,20050419
1568,0,20050420
1569,0,20050421
1570,0,20050422
1571,0,20050425
1572,0,20050426
1573,0,20050427
1574,0,20050428
1575,0,20050429
1576,0,20050502
1577,0,20050503
1578,0,20050504
1579,0,20050505
1580,0,20050506
1581,0,20050509
1582,0,20050510
1583,0,20050511
1584,0,20050512
1585,0,20050513
1586,0,20050516
1587,0,20050517
1588,0,20050518
1589,0,20050519
1590,0,20050520
1591,0,20050523
1592,0,20050524
1593,0,20050525
1594,0,20050526
1595,0,20050527
1596,0,20050531
1597,0,20050601
1598,0,20050602
1599,0,20050603
1600,0,20050606
1601,0,20050607
1602,0,20050608
1603,0,20050609
1604,0,20050610
1605,0,20050613
1606,0,20050614
1607,0,20050615
1608,0,20050616
1609,0,20050617
1610,0,20050620
1611,0,20050621
1612,0,20050622
1613,0,20050623
1614,0,20050624
1615,0,20050627
1616,0,20050628
1617,0,20050629
1618,0,20050630
1619,0,20050701
1620,0,20050705
1621,0,20050706
1622,0,20050707
1623,0,20050708
1624,0,20050711
1625,0,20050712
1626,0,20050713
1627,0,20050714
1628,0,20050715
1629,0,20050718
1630,0,20050719
1631,0,20050720
1632,0,20050721
1633,0,20050722
1634,0,20050725
1635,0,20050726
1636,0,20050727
1637,0,20050728
1638,0,20050729
1639,0,20050801
1640,0,20050802
1641,0,20050803
1642,0,20050804
1643,0,20050805
1644,0,20050808
1645,0,20050809
1646,0,20050810
1647,0,20050811
1648,0,20050812
1649,0,20050815
1650,0,20050816
1651,0,20050817
1652,0,20050818
1653,0,20050819
1654,0,20050822
1655,0,20050823
1656,0,20050824
1657,0,20050825
1658,0,20050826
1659,0,20050829
1660,0,20050830
1661,0,20050831
1662,0,20050901
1663,0,20050902
1664,0,20050906
1665,0,20050907
1666,0,20050908
1667,0,20050909
1668,0,20050912
1669,0,20050913
1670,0,20050914
1671,0,20050915
1672,0,20050916
1673,0,20050919
1674,0,20050920
1675,0,20050921
1676,0,20050922
1677,0,20050923
1678,0,20050926
1679,0,20050927
1680,0,20050928
1681,0,20050929
1682,0,20050930
1683,0,20051003
1684,0,20051004
1685,0,20051005
1686,0,20051006
1687,0,20051007
1688,0,20051010
1689,0,20051011
1690,0,20051012
1691,0,20051013
1692,0,20051014
1693,0,20051017
1694,0,20051018
1695,0,20051019
1696,0,20051020
1697,0,20051021
1698,0,20051024
1699,0,20051025
1700,0,20051026
1701,0,20051027
1702,0,20051028
1703,0,20051031
1704,0,20051101
1705,0,20051102
1706,0,20051103
1707,0,20051104
1708,0,20051107
1709,0,20051108
1710,0,20051109
1711,0,20051110
1712,0,20051111
1713,0,20051114
1714,0,20051115
1715,0,20051116
1716,0,20051117
1717,0,20051118
1718,0,20051121
1719,0,20051122
1720,0,20051123
1721,0,20051125
1722,0,20051128
1723,0,20051129
1724,0,20051130
1725,0,20051201
1726,0,20051202
1727,0,20051205
1728,0,20051206
1729,0,20051207
1730,0,20051208
1731,0,20051209
1732,0,20051212
1733,0,20051213
1734,0,20051214
1735,0,20051215
1736,0,20051216
1737,0,20051219
1738,0,20051220
1739,0,20051221
1740,0,20051222
1741,0,20051223
1742,0,20051227
1743,0,20051228
1744,0,20051229
1745,0,20051230
1746,0,20060103
1747,0,20060104
1748,0,20060105
1749,0,20060106
1750,0,20060109
1751,0,20060110
1752,0,20060111
1753,0,20060112
1754,0,20060113
1755,0,20060117
1756,0,20060118
1757,0,20060119
1758,0,20060120
1759,0,20060123
1760,0,20060124
1761,0,20060125
1762,0,20060126
1763,0,20060127
1764,0,20060130
1765,0,20060131
1766,0,20060201
1767,0,20060202
1768,0,20060203
1769,0,20060206
1770,0,20060207
1771,0,20060208
1772,0,20060209
1773,0,20060210
1774,0,20060213
1775,0,20060214
1776,0,20060215
1777,0,20060216
1778,0,20060217
1779,0,20060221
1780,0,20060222
1781,0,20060223
1782,0,20060224
1783,0,20060227
1784,0,20060228
1785,0,20060301
1786,0,20060302
1787,0,20060303
1788,0,20060306
1789,0,20060307
1790,0,20060308
1791,0,20060309
1792,0,20060310
1793,0,20060313
1794,0,20060314
1795,0,20060315
1796,0,20060316
1797,0,20060317
1798,0,20060320
1799,0,20060321
1800,0,20060322
1801,0,20060323
1802,0,20060324
1803,0,20060327
1804,0,20060328
1805,0,20060329
1806,0,20060330
1807,0,20060331
1808,0,20060403
1809,0,20060404
1810,0,20060405
1811,0,20060406
1812,0,20060407
1813,0,20060410
1814,0,20060411
1815,0,20060412
1816,0,20060413
1817,0,20060417
1818,0,20060418
1819,0,20060419
1820,0,20060420
1821,0,20060421
1822,0,20060424
1823,0,20060425
1824,0,20060426
1825,0,20060427
1826,0,20060428
1827,0,20060501
1828,0,20060502
1829,0,20060503
1830,0,20060504
1831,0,20060505
1832,0,20060508
1833,0,20060509
1834,0,20060510
1835,0,20060511
1836,0,20060512
1837,0,20060515
1838,0,20060516
1839,0,20060517
1840,0,20060518
1841,0,20060519
1842,0,20060522
1843,0,20060523
1844,0,20060524
1845,0,20060525
1846,0,20060526
1847,0,20060530
1848,0,20060531
1849,0,20060601
1850,0,20060602
1851,0,20060605
1852,0,20060606
1853,0,20060607
1854,0,20060608
1855,0,20060609
1856,0,20060612
1857,0,20060613
1858,0,20060614
1859,0,20060615
1860,0,20060616
1861,0,20060619
1862,0,20060620
1863,0,20060621
1864,0,20060622
1865,0,20060623
1866,0,20060626
1867,0,20060627
1868,0,20060628
1869,0,20060629
1870,0,20060630
1871,0,20060703
1872,0,20060705
1873,0,20060706
1874,0,20060707
1875,0,20060710
1876,0,20060711
1877,0,20060712
1878,0,20060713
1879,0,20060714
1880,0,20060717
1881,0,20060718
1882,0,20060719
1883,0,20060720
1884,0,20060721
1885,0,20060724
1886,0,20060725
1887,0,20060726
1888,0,20060727
1889,0,20060728
1890,0,20060731
1891,0,20060801
1892,0,20060802
1893,0,20060803
1894,0,20060804
1895,0,20060807
1896,0,20060808
1897,0,20060809
1898,0,20060810
1899,0,20060811
1900,0,20060814
1901,0,20060815
1902,0,20060816
1903,0,20060817
1904,0,20060818
1905,0,20060821
1906,0,20060822
1907,0,20060823
1908,0,20060824
1909,0,20060825
1910,0,20060828
1911,0,20060829
1912,0,20060830
1913,0,20060831
1914,0,20060901
1915,0,20060905
1916,0,20060906
1917,0,20060907
1918,0,20060908
1919,0,20060911
1920,0,20060912
1921,0,20060913
1922,0,20060914
1923,0,20060915
1924,0,20060918
1925,0,20060919
1926,0,20060920
1927,0,20060921
1928,0,20060922
1929,0,20060925
1930,0,20060926
1931,0,20060927
1932,0,20060928
1933,0,20060929
1934,0,20061002
1935,0,20061003
1936,0,20061004
1937,0,20061005
1938,0,20061006
1939,0,20061009
1940,0,20061010
1941,0,20061011
1942,0,20061012
1943,0,20061013
1944,0,20061016
1945,0,20061017
1946,0,20061018
1947,0,20061019
1948,0,20061020
1949,0,20061023
1950,0,20061024
1951,0,20061025
1952,0,20061026
1953,0,20061027
1954,0,20061030
1955,0,20061031
1956,0,20061101
1957,0,20061102
1958,0,20061103
1959,0,20061106
1960,0,20061107
1961,0,20061108
1962,0,20061109
1963,0,20061110
1964,0,20061113
1965,0,20061114
1966,0,20061115
1967,0,20061116
1968,0,20061117
1969,0,20061120
1970,0,20061121
1971,0,20061122
1972,0,20061124
1973,0,20061127
1974,0,20061128
1975,0,20061129
1976,0,20061130
1977,0,20061201
1978,0,20061204
1979,0,20061205
1980,0,20061206
1981,0,20061207
1982,0,20061208
1983,0,20061211
1984,0,20061212
1985,0,20061213
1986,0,20061214
1987,0,20061215
1988,0,20061218
1989,0,20061219
1990,0,20061220
1991,0,20061221
1992,0,20061222
1993,0,20061226
1994,0,20061227
1995,0,20061228
1996,0,20061229
1997,0,20070103
1998,0,20070104
1999,0,20070105
2000,0,20070108
2001,0,20070109
2002,0,20070110
2003,0,20070111
2004,0,20070112
2005,0,20070116
2006,0,20070117
2007,0,20070118
2008,0,20070119
2009,0,20070122
2010,0,20070123
2011,0,20070124
2012,0,20070125
2013,0,20070126
2014,0,20070129
2015,0,20070130
2016,0,20070131
2017,0,20070201
2018,0,20070202
2019,0,20070205
2020,0,20070206
2021,0,20070207
2022,0,20070208
2023,0,20070209
2024,0,20070212
2025,0,20070213
2026,0,20070214
2027,0,20070215
2028,0,20070216
2029,0,20070220
2030,0,20070221
2031,0,20070222
2032,0,20070223
2033,0,20070226
2034,0,20070227
2035,0,20070228
2036,0,20070301
2037,0,20070302
2038,0,20070305
2039,0,20070306
2040,0,20070307
2041,0,20070308
2042,0,20070309
2043,0,20070312
2044,0,20070313
2045,0,20070314
2046,0,20070315
2047,0,20070316
2048,0,20070319
2049,0,20070320
2050,0,20070321
2051,0,20070322
2052,0,20070323
2053,0,20070326
2054,0,20070327
2055,0,20070328
2056,0,20070329
2057,0,20070330
2058,0,20070402
2059,0,20070403
2060,0,20070404
2061,0,20070405
2062,0,20070409
2063,0,20070410
2064,0,20070411
2065,0,20070412
2066,0,20070413
2067,0,20070416
2068,0,20070417
2069,0,20070418
2070,0,20070419
2071,0,20070420
2072,0,20070423
2073,0,20070424
2074,0,20070425
2075,0,20070426
2076,0,20070427
2077,0,20070430
2078,0,20070501
2079,0,20070502
2080,0,20070503
2081,0,20070504
2082,0,20070507
2083,0,20070508
2084,0,20070509
2085,0,20070510
2086,0,20070511
2087,0,20070514
2088,0,20070515
2089,0,20070516
2090,0,20070517
2091,0,20070518
2092,0,20070521
2093,0,20070522
2094,0,20070523
2095,0,20070524
2096,0,20070525
2097,0,20070529
